 sensor_1 , 1547718199, 35.800183273002511
 sensor_6 , 1547718201, 15.402984393403086
 sensor_7 , 1547718202, 6.7209452011712277
 sensor_10 , 1547718201, 31.101067604893110
 sensor_10 , 1547718202, 32.101067681233210
 sensor_10 , 1547718203, 33.106760489345310
 sensor_10 , 1547718204, 44.101067609456410
 sensor_10 , 1547718205, 45.101067609456510
 sensor_11 , 1547718199, 35.800183273002111
 sensor_12 , 1547718201, 15.402984393403012
 sensor_17 , 1547718202, 6.7209452011712117
 sensor_6 , 1547718203, 15.402984393403016
 sensor_6 , 1547718202, 15.402984393403016
 sensor_18 , 1547718205, 38.101067604893418
 sensor_19 , 1547718205, 38.101067681233419
 sensor_19 , 1547718204, 39.106760489345619
 sensor_19 , 1547718204, 40.101067609456719
